REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn12640_c0	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	NONE	CHRIS FILE	1678	1
rxn12640_c0	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NONE	CHRIS FILE	1676	1
rxn10206_c0	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	NONE	CHRIS FILE	1849	1
rxn10206_c0	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	NONE	CHRIS FILE	1880	1
rxn10206_c0	Phosphate:acyl-ACP acyltransferase PlsX	NONE	CHRIS FILE	1849	1
rxn00567_c0	Cytochrome cd1 nitrite reductase (EC:1.7.2.1)	Denitrification	Hope|MATT FILE	100225	1
rxn04928_c0	3-keto-L-gulonate 6-phosphate decarboxylase	NONE	Hope|MATT FILE	100226	1
rxn10865_c0	PTS system, lactose-specific IIA component (EC 2.7.1.69)	NONE	CHRIS FILE	1667	1
rxn10865_c0	PTS system, lactose-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	1666	1
rxn10865_c0	PTS system, lactose-specific IIB component (EC 2.7.1.69)	NONE	CHRIS FILE	1665	1
rxn09142_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1953	1
rxn05376_c0	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	CHRIS FILE	610	1
rxn05342_c0	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	Hope|MATT FILE|CHRIS FILE	606	1
rxn06510_c0	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	NONE	Hope|CHRIS FILE	616	1
rxn06510_c0	3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)	NONE	CHRIS FILE	618	1
rxn02313_c0	L-sorbose 1-phosphate reductase (EC 1.1.1.-)	NONE	Hope|MATT FILE	100227	1
rxn05596_c0	Trk system potassium uptake protein TrkG	NONE	CHRIS FILE	3054	1
rxn05596_c0	potassium uptake	NONE	CHRIS FILE	3053	1
rxn05596_c0	Potassium uptake protein, integral membrane component, KtrD	NONE	CHRIS FILE	3052	1
rxn05596_c0	Potassium uptake protein, integral membrane component, KtrA	NONE	CHRIS FILE	3049	1
rxn05596_c0	Trk system potassium uptake protein TrkA	NONE	CHRIS FILE	3051	1
rxn05596_c0	Potassium uptake protein TrkH	NONE	CHRIS FILE	3055	1
rxn05596_c0	Potassium uptake protein, integral membrane component, KtrB	NONE	CHRIS FILE	3050	1
rxn03511_c0	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	NONE	Hope|MATT FILE	100228	1
rxn10278_c0	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	620	1
rxn01489_c0	Phytoene synthase (EC 2.5.1.32)	NONE	CHRIS FILE	621	1
rxn02866_c0	Isovaleryl-CoA dehydrogenase (EC 1.3.99.10)	NONE	Hope|MATT FILE|CHRIS FILE	622	1
rxn05733_c0	Cysteine synthase (EC 2.5.1.47)	NONE	Hope|MATT FILE|CHRIS FILE	632	1
rxn05350_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	634	1
rxn05350_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	Hope|MATT FILE|CHRIS FILE	634	1
rxn05350_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	NONE	Hope|MATT FILE	100229	1
rxn00720_c0	Dihydropyrimidine dehydrogenase [NADP+] (EC 1.3.1.2)	NONE	Hope|MATT FILE	100230	1
rxn07430_c0	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	NONE	Hope|MATT FILE|CHRIS FILE	641	1
rxn07430_c0	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	NONE	Hope|MATT FILE|CHRIS FILE	641	1
rxn00262_c0	L-aspartate oxidase (EC 1.4.3.16)	NONE	CHRIS FILE	1678	1
rxn02404_c0	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	NONE	Hope|MATT FILE	100231	1
rxn10255_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	644	1
rxn10114_c0	Formate dehydrogenase N alpha subunit (EC 1.2.1.2)	NONE	CHRIS FILE	1680	1
rxn10114_c0	Formate dehydrogenase H (EC 1.2.1.2)	NONE	CHRIS FILE	1680	1
rxn10114_c0	Formate dehydrogenase N beta subunit (EC 1.2.1.2)	NONE	CHRIS FILE	1680	1
rxn10114_c0	Formate dehydrogenase O beta subunit (EC 1.2.1.2)	NONE	CHRIS FILE	1680	1
rxn10114_c0	Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	NONE	CHRIS FILE	1680	1
rxn10114_c0	Formate dehydrogenase O gamma subunit (EC 1.2.1.2)	NONE	CHRIS FILE	1680	1
rxn10114_c0	Formate dehydrogenase N gamma subunit (EC 1.2.1.2)	NONE	CHRIS FILE	1680	1
rxn02166_c0	Alkaline phosphatase (EC 3.1.3.1)	NONE	CHRIS FILE	645	1
rxn00704_c0	Phosphoglucosamine mutase (EC 5.4.2.10)	NONE	CHRIS FILE	652	0
rxn00704_c0	Phosphoglucomutase (EC 5.4.2.2)	NONE	Hope|CHRIS FILE	1683	1
rxn00183_c0	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	NONE	Hope|MATT FILE	100232	1
rxn04750_c0	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	NONE	CHRIS FILE	663	1
rxn04750_c0	Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17)	NONE	CHRIS FILE	663	1
rxn02569_c0	Selenide,water dikinase (EC 2.7.9.3)	NONE	Hope|CHRIS FILE	1683	1
rxn00710_c0	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	De_Novo_Pyrimidine_Synthesis	Hope|MATT FILE|CHRIS FILE	671	1
rxn02762_c0	2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)	NONE	Hope|MATT FILE|CHRIS FILE	672	1
rxn05539_c0	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	NONE	CHRIS FILE	3007	1
rxn05539_c0	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	NONE	CHRIS FILE	3005	1
rxn05539_c0	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3000	1
rxn05539_c0	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3004	1
rxn05539_c0	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	NONE	CHRIS FILE	3003	1
rxn05539_c0	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NONE	CHRIS FILE	3008	1
rxn05539_c0	oligopeptide ABC transporter, ATP-binding protein (oppF)	NONE	CHRIS FILE	3011	1
rxn05539_c0	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	NONE	CHRIS FILE	3009	1
rxn05539_c0	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	NONE	CHRIS FILE	3010	1
rxn05539_c0	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	NONE	CHRIS FILE	3001	1
rxn05539_c0	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	NONE	CHRIS FILE	3002	1
rxn05539_c0	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	NONE	CHRIS FILE	3006	1
rxn05437_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	CHRIS FILE	675	1
rxn00194_c0	Glutamate decarboxylase beta (EC 4.1.1.15)	cAMP_signaling_in_bacteria	Hope	100233	0
rxn00194_c0	Glutamate decarboxylase, eukaryotic type (EC 4.1.1.15)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100234	1
rxn00194_c0	Glutamate decarboxylase, mammalian 67 kDa isoform (EC 4.1.1.15)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100235	1
rxn00194_c0	Glutamate decarboxylase, mammalian 65 kDa isoform (EC 4.1.1.15)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100236	1
rxn00194_c0	Glutamate decarboxylase (EC 4.1.1.15)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100237	1
rxn02528_c0	NADPH-dependent butanol dehydrogenase (EC 1.1.1.-)	NONE	Hope	100238	0
rxn02775_c0	Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)	NONE	Hope|MATT FILE	100239	1
rxn05463_c0	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	682	1
rxn10240_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	683	0
rxn00449_c0	L-gulono-1,4-lactone oxidase (EC 1.1.3.8)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE	100240	1
rxn07589_c0	Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)	NONE	Hope|MATT FILE	100241	1
rxn10117_c0	Uptake hydrogenase large subunit (EC 1.12.99.6)	NONE	CHRIS FILE	3073	1
rxn10117_c0	Uptake hydrogenase small subunit precursor (EC 1.12.99.6)	NONE	CHRIS FILE	3073	1
rxn10280_c0	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	2022	1
rxn08333_c0	1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.-)	NONE	CHRIS FILE	2021	1
rxn00717_c0	Cytosine deaminase (EC 3.5.4.1)	NONE	Hope|MATT FILE	100242	1
rxn08713_c0	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)	NONE	CHRIS FILE	2046	1
rxn00120_c0	Adenosine diphosphatase (EC 3.6.1.5)	NONE	Hope|MATT FILE	100243	1
rxn00120_c0	Thymidine-triphosphatase (EC 3.6.1.39)	NONE	Hope|MATT FILE	100244	1
rxn01833_c0	Monoamine oxidase (1.4.3.4)	NONE	MATT FILE	100245	1
rxn01833_c0	Amiloride-sensitive amine oxidase [copper-containing] precursor (EC 1.4.3.21)	NONE	MATT FILE	100246	1
rxn01833_c0	Copper amine oxidase precursor (EC 1.4.3.6)	NONE	Hope	100247	0
rxn01833_c0	Amiloride-sensitive amine oxidase [copper-containing] precursor (EC 1.4.3.6)	NONE	Hope	100248	0
rxn01642_c0	Imidazolonepropionase (EC 3.5.2.7)	NONE	Hope|MATT FILE|CHRIS FILE	697	1
rxn00545_c0	6-phosphofructokinase (EC 2.7.1.11)	NONE	Hope|MATT FILE|CHRIS FILE	698	1
rxn00545_c0	6-phosphofructokinase (EC 2.7.1.11)	NONE	Hope|MATT FILE|CHRIS FILE	698	1
rxn00545_c0	6-phosphofructokinase class II (EC 2.7.1.11)	NONE	Hope|MATT FILE	100249	1
rxn00545_c0	6-phosphofructokinase class II (EC 2.7.1.11)	NONE	Hope|MATT FILE	100250	1
rxn01991_c0	Meso-diaminopimelate D-dehydrogenase (EC 1.4.1.16)	NONE	Hope|MATT FILE	100251	1
rxn10308_c0	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	NONE	CHRIS FILE	2024	1
rxn08840_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08840_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn05249_c0	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NONE	CHRIS FILE	701	1
rxn05249_c0	Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)	NONE	CHRIS FILE	703	0
rxn02897_c0	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	NONE	Hope|MATT FILE	100252	1
rxn02897_c0	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	NONE	Hope|MATT FILE	100253	1
rxn01649_c0	Purine nucleoside phosphorylase II ( EC:2.4.2.1 )	NONE	CHRIS FILE	708	1
rxn01649_c0	Purine nucleoside phosphorylase (EC 2.4.2.1)	NONE	Hope|MATT FILE|CHRIS FILE	708	1
rxn01649_c0	Xanthosine phosphorylase (EC 2.4.2.1)	NONE	CHRIS FILE	1683	1
rxn05801_c0	Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	Denitrification	Hope	100254	0
rxn00203_c0	2-oxoglutarate decarboxylase (EC 4.1.1.71)	NONE	CHRIS FILE	713	1
rxn09107_c0	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn09107_c0	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1964	1
rxn03409_c0	Glutamine synthetase type I (EC 6.3.1.2)	Peptidoglycan_Biosynthesis	Hope|MATT FILE|CHRIS FILE	714	1
rxn03409_c0	Glutamine synthetase type I (EC 6.3.1.2)	Peptidoglycan_Biosynthesis_2	Hope|MATT FILE|CHRIS FILE	714	1
rxn12147_c0	Epi-inositol hydrolase (EC 3.7.1.-)	NONE	MATT FILE	100255	1
rxn12147_c0	Epi-inositol hydrolase	NONE	Hope	100256	0
rxn00525_c0	Arogenate dehydrogenase (EC 1.3.1.43)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	100257	1
rxn00525_c0	Arogenate dehydrogenase (EC 1.3.1.43)	NONE	Hope|MATT FILE	100258	1
rxn05184_c0	Choline ABC transport system, permease protein OpuBB	NONE	CHRIS FILE	717	1
rxn05184_c0	Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCB	NONE	CHRIS FILE	718	1
rxn05184_c0	Osmotically activated L-carnitine/choline ABC transporter, ATP-binding protein OpuCA	NONE	CHRIS FILE	718	1
rxn05184_c0	Choline ABC transport system, choline-binding protein OpuBC	NONE	CHRIS FILE	717	1
rxn05184_c0	Choline ABC transport system, permease protein OpuBD	NONE	CHRIS FILE	717	1
rxn05184_c0	Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD	NONE	CHRIS FILE	718	1
rxn05184_c0	Choline ABC transport system, ATP-binding protein OpuBA	NONE	CHRIS FILE	717	1
rxn05184_c0	Osmotically activated L-carnitine/choline ABC transporter, substrate-binding protein OpuCC	NONE	CHRIS FILE	718	1
rxn00330_c0	Malate synthase G (EC 2.3.3.9)	NONE	Hope|MATT FILE	100259	1
rxn00330_c0	Malate synthase (EC 2.3.3.9)	NONE	Hope|MATT FILE	100260	1
rxn04152_c0	Mg protoporphyrin IX monomethyl ester oxidative cyclase (aerobic) (EC 1.14.13.81)	NONE	Hope|MATT FILE	100261	1
rxn03916_c0	ADP-heptose synthase (EC 2.7.-.-)	NONE	Hope|MATT FILE	100262	1
rxn03931_c0	Epi-inositol hydrolase (EC 3.7.1.-)	NONE	CHRIS FILE	721	1
rxn08203_c0	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)	NONE	CHRIS FILE	1924	1
rxn03856_c0	Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	NONE	Hope|MATT FILE	100263	1
rxn04674_c0	2-heptaprenyl-1,4-naphthoquinone methyltransferase (EC 2.1.1.-)	NONE	Hope|MATT FILE	100264	1
rxn04674_c0	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE/COQ5 (EC 2.1.1.-)	NONE	Hope	100265	0
rxn04674_c0	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	NONE	MATT FILE	100266	1
rxn01301_c0	Homoserine dehydrogenase (EC 1.1.1.3)	NONE	Hope|MATT FILE|CHRIS FILE	726	1
rxn07191_c0	Glyceraldehyde-3-phosphate: ferredoxin oxidoreductase (EC 1.2.7.6)	NONE	Hope|MATT FILE	100267	1
rxn06300_c0	Alanyl-tRNA synthetase (EC 6.1.1.7)	NONE	Hope	100268	0
rxn05396_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	728	1
rxn05396_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	728	1
rxn05396_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1980	1
rxn01943_c0	4-hydroxyphenylacetaldehyde dehydrogenase	Aromatic_Amin_Catabolism	Hope|MATT FILE	100269	1
rxn04046_c0	Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)	NONE	Hope|MATT FILE	100270	1
rxn10334_c0	Cardiolipin synthetase (EC 2.7.8.-)	NONE	CHRIS FILE	730	1
rxn05848_c0	DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6)	NONE	Hope	100271	0
rxn05848_c0	DNA-directed RNA polymerase subunit A (EC 2.7.7.6)	NONE	Hope	100272	0
rxn05848_c0	DNA-directed RNA polymerase subunit K (EC 2.7.7.6)	NONE	Hope	100273	0
rxn05848_c0	DNA-directed RNA polymerase subunit E' (EC 2.7.7.6)	NONE	Hope	100274	0
rxn05848_c0	DNA-directed RNA polymerase subunit B (EC 2.7.7.6)	NONE	Hope	100275	0
rxn05848_c0	DNA-directed RNA polymerase subunit E''	NONE	Hope	100276	0
rxn05848_c0	DNA-directed RNA polymerase subunit P (EC 2.7.7.6)	NONE	Hope	100277	0
rxn05848_c0	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	NONE	Hope	100278	0
rxn05848_c0	DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	NONE	Hope	100279	0
rxn05848_c0	DNA-directed RNA polymerase subunit D (EC 2.7.7.6)	NONE	Hope	100280	0
rxn05848_c0	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	NONE	Hope	100281	0
rxn05848_c0	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	NONE	Hope	100282	0
rxn05848_c0	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	NONE	Hope	100283	0
rxn05848_c0	DNA-directed RNA polymerase subunit F (EC 2.7.7.6)	NONE	Hope	100284	0
rxn05848_c0	DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	NONE	Hope	100285	0
rxn05848_c0	DNA-directed RNA polymerase subunit H (EC 2.7.7.6)	NONE	Hope	100286	0
rxn05848_c0	DNA-directed RNA polymerase subunit N (EC 2.7.7.6)	NONE	Hope	100287	0
rxn05848_c0	DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	NONE	Hope	100288	0
rxn05848_c0	DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	NONE	Hope	100289	0
rxn05848_c0	DNA-directed RNA polymerase subunit L (EC 2.7.7.6)	NONE	Hope	100290	0
rxn05848_c0	DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6)	NONE	Hope	100291	0
rxn05848_c0	DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	NONE	Hope	100292	0
rxn05848_c0	DNA-directed RNA polymerase subunit M (EC 2.7.7.6)	NONE	Hope	100293	0
rxn01383_c0	Ribitol 2-dehydrogenase (EC 1.1.1.56)	NONE	Hope|MATT FILE	100294	1
rxn06140_c0	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	NONE	Hope	100295	0
rxn00910_c0	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NONE	Hope|MATT FILE|MATT FILE	100296	1
rxn00910_c0	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NONE	Hope|MATT FILE|MATT FILE	100297	1
rxn00910_c0	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NONE	Hope|MATT FILE|MATT FILE	100298	1
rxn03407_c0	Glutamine synthetase type I (EC 6.3.1.2)	Peptidoglycan_Biosynthesis	Hope|MATT FILE|CHRIS FILE	735	1
rxn03407_c0	Glutamine synthetase type I (EC 6.3.1.2)	Peptidoglycan_Biosynthesis_2	Hope|MATT FILE|CHRIS FILE	735	1
rxn02286_c0	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	Peptidoglycan_Biosynthesis	Hope|MATT FILE|CHRIS FILE	734	1
rxn02286_c0	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	Peptidoglycan_Biosynthesis_2	Hope|MATT FILE|CHRIS FILE	734	1
rxn03159_c0	Lipid-A-disaccharide synthase (EC 2.4.1.182)	NONE	Hope|MATT FILE	100299	1
rxn06675_c0	L-aminoadipate-semialdehyde dehydrogenase small subunit (EC 1.2.1.31)	NONE	Hope|MATT FILE	100300	1
rxn06675_c0	L-aminoadipate-semialdehyde dehydrogenase large subunit (EC 1.2.1.31)	NONE	Hope|MATT FILE	100301	1
rxn05363_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	736	1
rxn05363_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	736	1
rxn05363_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1972	1
rxn01682_c0	Tryptophan synthase alpha chain (EC 4.2.1.20)	NONE	Hope|MATT FILE|CHRIS FILE	739	1
rxn01682_c0	Tryptophan synthase beta chain (EC 4.2.1.20)	NONE	Hope|MATT FILE|CHRIS FILE	739	1
rxn02474_c0	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) homolog	NONE	CHRIS FILE	2046	1
rxn02474_c0	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	NONE	Hope|MATT FILE|CHRIS FILE	738	1
rxn05324_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	740	1
rxn05117_c0	L-Aspartate dehydrogenase (EC 1.4.1.21)	NONE	Hope|MATT FILE	100302	1
rxn09161_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1852	1
rxn01292_c0	L-arabinose isomerase (EC 5.3.1.4)	NONE	Hope|MATT FILE|CHRIS FILE	749	1
rxn05563_c0	Hexose phosphate transport protein UhpT	NONE	CHRIS FILE|CHRIS FILE	2035	1
rxn05563_c0	Hexose phosphate transport protein UhpT	NONE	CHRIS FILE|CHRIS FILE	3046	1
rxn06043_c0	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	Hope	100303	0
rxn10302_c0	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	NONE	CHRIS FILE	2024	1
rxn01709_c0	Propanediol dehydratase small subunit (EC 4.2.1.28)	NONE	Hope|MATT FILE	100304	1
rxn01709_c0	Propanediol dehydratase large subunit (EC 4.2.1.28)	NONE	Hope|MATT FILE	100305	1
rxn01709_c0	Propanediol dehydratase medium subunit (EC 4.2.1.28)	NONE	Hope|MATT FILE	100306	1
rxn10311_c0	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	NONE	CHRIS FILE	2024	1
rxn01486_c0	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100307	1
rxn01486_c0	Solanesyl diphosphate synthase (Sds) (EC 2.5.1.11)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100308	1
rxn01486_c0	All-trans-hexaprenyl-diphosphate synthase (EC 2.5.1.33)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100309	1
rxn01486_c0	Heptaprenyl diphosphate synthase component I (EC 2.5.1.30)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100310	1
rxn01486_c0	Heptaprenyl diphosphate synthase component II (EC 2.5.1.30)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100311	1
rxn01486_c0	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100312	1
rxn05464_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	CHRIS FILE	760	1
R04689_c0	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	NONE	Hope	100313	0
rxn08822_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08822_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn01222_c0	dCTP diphosphatase (EC 3.6.1.12)	NONE	Hope|MATT FILE	100314	1
rxn05359_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	768	1
rxn05359_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	768	1
rxn05359_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1971	1
rxn00898_c0	Dihydroxy-acid dehydratase (EC 4.2.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	1755	1
rxn10203_c0	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	NONE	CHRIS FILE	1849	1
rxn10203_c0	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	NONE	CHRIS FILE	1877	1
rxn10203_c0	Phosphate:acyl-ACP acyltransferase PlsX	NONE	CHRIS FILE	1849	1
rxn01523_c0	Uricase (EC 1.7.3.3)	Purine_Utilization	Hope|MATT FILE|CHRIS FILE	776	1
rxn01069_c0	Threonine synthase (EC 4.2.3.1)	NONE	Hope|MATT FILE|CHRIS FILE	779	1
rxn05105_c0	2,3-diketo-5-methylthiopentyl-1-phosphate enolase	NONE	Hope|MATT FILE|CHRIS FILE	780	1
rxn05105_c0	2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatase (EC 3.1.3.77)	NONE	Hope|MATT FILE	100315	1
rxn05322_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	781	1
rxn02113_c0	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	NONE	Hope|Hope|MATT FILE|CHRIS FILE	782	1
rxn02113_c0	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	NONE	Hope|MATT FILE|CHRIS FILE	782	1
rxn05416_c0	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	783	1
rxn00117_c0	Nucleoside diphosphate kinase (EC 2.7.4.6)	NONE	Hope|MATT FILE|CHRIS FILE	785	1
rxn07435_c0	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	NONE	Hope|MATT FILE|CHRIS FILE	784	1
rxn07435_c0	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	NONE	Hope|MATT FILE|CHRIS FILE	784	1
rxn01396_c0	Pyridoxal kinase (EC 2.7.1.35)	NONE	Hope|MATT FILE	100316	1
rxn01997_c0	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	Lipopolysaccharide_biosynthesis_2	Hope|MATT FILE|CHRIS FILE|CHRIS FILE	786	1
